School,Name,Position,Class,Height,Hometown,High School
Dayton,Amelia Moore,Middle Blocker,R-Sr.,,"Ocean Springs, Miss.",Ocean Springs
Dayton,Kaitlyn McNeel,Outside Hitter,R-Fr.,,"Richmond, Va.",Godwin
Dayton,Alyssa Miller,Setter,Jr.,,"Overland Park, Kan.",Blue Valley West
Dayton,Emily Young,Defensive Specialist/Libero,So.,,"Louisville, Ky.",Sacred Heart
Dayton,Taylor Russell,Outside Hitter,R-So.,,"Whitehouse, Ohio",Anthony Wayne
Dayton,Emory Hinckley,Setter,Fr.,,"Fort Worth, Texas",Paschal
Dayton,Liana Sarkissian,Middle Blocker,So.,,"Greenwich, Conn.",Greenwich
Dayton,Mia Otten,Rightside Hitter,So.,,"Bartlesville, Okla.",Bartlesville
Dayton,Brooke Nichols,Setter/Defensive Specialist,R-So.,,"Lewisville, Texas",Hebron
Dayton,India Gantt,Middle Blocker,Fr.,,"San Antonio, Texas",Holmes
Dayton,Alayna Yates,Middle Blocker,R-Jr.,,"Cedar Falls, Iowa",Cedar Falls
Dayton,Ava Larkin,Setter,Fr.,,"Phoenix, Ariz.",Xavier College Preparatory
Dayton,Lindsey Winner,Middle Blocker,Sr.,,"Versailles, Ohio",Versailles
Dayton,Karissa Kaminski,Defensive Specialist/Libero,So.,,"Howards Grove, Wis.",Howards Grove
Drake,Addison Beagle,Setter,So.,,"Liberty, Mo.",Liberty North
Drake,Gabbie Schroeder,Defensive Specialist/Libero,So.,,"Iowa City, Iowa",Liberty
Drake,Jada Wills,Defensive Specalist/Libero,Sr.,,"Dubuque, Iowa",Beckman Catholic
Drake,Aniyah Davis,Right-Side Hitter/Middle Blocker,So.,,"Maywood, Ill.",Proviso East
Drake,Macy Daufeldt,Outside Hitter,So.,,"West Liberty, Iowa",West Liberty
Drake,Claudia Aschenbrenner,Middle Blocker,Fr.,,"Osage, Iowa",Osage
Drake,Madison Geise,Setter,So.,,"Story City, Iowa",Roland-Story
Drake,KC Fortune,Outside Hitter,Fr.,,"Appleton, Wis.",Appleton North
Drake,Haley Bush,Outside Hitter,5th,,"Waukee, Iowa",Waukee
Drake,Taylor Oberpriller,Right-Side Hitter/Setter,Gr.,,"Edina, Minn.",Edina
Drake,Thea Rotto,Outside Hitter,Jr.,,"Ames, Iowa",Gilbert
Drake,Ashlynn Kuhn,Middle Blocker,Jr.,,"Hudson, Iowa",Hudson
Drake,Addie Schmierer,Defensive Specalist/Libero,Jr.,,"North Liberty, Iowa",Iowa City Liberty
Drake,Kacie Rewerts,Middle Blocker,Sr.,,"Nevada, Iowa",Nevada
Drake,Zeynep Gur,Outside Hitter,Jr.,,"Istanbul, Turkey",St. Joseph High School
Drake,Jasmine Dulan,Outside Hitter/Defensive Specialist,So.,,"Leawood, Kan.",Blue Valley North
Drake,Kara Peter,Opposite Hitter,Sr.,,"Carroll, Iowa",Kuemper Catholic
Drake,Lisa Melenciano,Outside Hitter,Fr.,,"Miami, Fla.",Miami Dades
Drake,Macy DeLeye,Middle Blocker,Sr.,,"Topeka, Kan.",Washburn Rural
Duke,Lauren Ingram,Outside Hitter,Fr.,,"Dallas, Texas",The Hockaday School
Duke,Grace Thrower,Outside Hitter,Fr.,,"Manhattan Beach, Calif.",Harvard-Westlake
Duke,Rachel Richardson,Outside Hitter,Jr.,,"Ellicott City, Md.",St. John's College High School
Duke,Sydney Tomlak,Defensive Specialist/Libero,So.,,"Oakland, Mich.",Stoney Creek
Duke,Sydney Yap,Defensive Specialist/Setter,Sr.,,"Plano, Texas",Plano West Senior High
Duke,Rylie Kadel,Middle Blocker,Jr.,,"Parker, Colo.",Legend
Duke,Gracie Johnson,Outside Hitter,Gr.,,"Virginia Beach, Va.",Cox
Duke,Taylor Atkinson,Outside Hitter,So.,,"Fort Mill, S.C.",Nation Ford
Duke,Georgia Stavrinides,Middle Blocker,Sr.,,"Nicosia, Cyprus",The English School
Duke,Emma Worthington,Setter,Gr.,,"Omaha, Neb.",Cornell
Duke,Kerry Keefe,Outside Hitter,So.,,"Pacific Palisades, Calif.",Marymount
Duke,Millie Muir,Setter,R-Fr.,,"Stanford, Calif.",Sacred Heart Prep
Duke,Nikki Underwood,Defensive Specialist/Libero,Jr.,,"Manhattan Beach, Calif.",Mira Costa
Duke,Christina Barrow,DS/S,So.,,"Fayetteville, Ga.",Eagle's Landing Christian Academy
Duke,Jess Robinson,Middle Blocker,Gr.,,"Troy, Mich.",Michigan
Duke,Lizzie Fleming,Middle Blocker,Gr.,,"San Francisco, Calif.",St. Ignatius
Duke,Ngozi Iloh,Middle Blocker,R-So.,,"Peachtree City, Ga.",McIntosh
Duke,Madison Bryant,DS/L,Gr.,,"Anderson, S.C.",Tennessee
Duke,Nikki Quinn,Setter,Fr.,,"Del Mar, Calif.",Torrey Pines
Duquesne,Morgan Gish,Outside Hitter,Gr.,,"Kansas City, Mo.",Blue Springs South
Duquesne,Madison Floyd,Middle Blocker,Jr.,,"Westampton, N.J.",Rancocas Valley Regional
Duquesne,Chloe Wilmot,Setter,Fr.,,"Alexandria, Va.",Alexandria City
Duquesne,Hanna Wilson,Outside Hitter,So.,,"Independence, Ohio",Independence
Duquesne,Ariel Helm,Middle Blocker,So.,,"Indianapolis, Ind.",Lawrence North
Duquesne,Carsyn Henschen,Outside Hitter,So.,,"New Knoxville, Ohio",New Knoxville
Duquesne,Camille  Spencer,Outside Hitter,Sr.,,"Brentwood, Tenn.",Ravenwood
Duquesne,Maggie Colenbrander,Defensive Specialist,So.,,"Ben Avon, Pa.",Avonworth
Duquesne,Madison Grimm,Defensive Specialist,So.,,"South Charleston, Ohio",Northeastern
Duquesne,Avery Hobson,Outside Hitter,Fr.,,"Fishers, Ind.",Hamilton Southeastern
Duquesne,Jordan Robertson,Middle Blocker,Fr.,,"Coral Springs, Fla.",Marjory Stoneman Douglas
Duquesne,Amalia Martin,Setter,Fr.,,"Columbia, S.C.",Ridgeview
Green Bay,Ellie Kurpeikis,Middle Blocker,R-So.,,"Chicago, Ill.",Marist
Green Bay,Hannah Vanden Berg,Outside Hitter,Sr.,,"Little Chute, Wis.",Little Chute High School
Green Bay,Emma Best,Outside Hitter,So.,,"St. John, Ind.",Lake Central
Green Bay,Kennedy Schmitz,Libero/Defensive Specialist,Fr.,,"Appleton, Wis.",Fox Valley Lutheran
Green Bay,Grace Holschuh,Outside Hitter,So.,,"Luxemburg, Wis.",Luxemburg-Casco
Green Bay,Natalie Johanknecht,Middle Blocker,Jr.,,"Oshkosh, Wis.",Oshkosh West
Green Bay,Abby Gardner,Libero,Jr.,,"Mukwonago, Wis.",Mukwonago
Green Bay,Kirsten Fish,Opposite Hitter,Fr.,,"Brodhead, Wis.",Brodhead
Green Bay,Kendall Schara,Outside Hitter/Defensive Specialist,So.,,"Crown Point, Ind.",Crown Point
Green Bay,Emma Johnson,Setter,So.,,"Green Bay, Wis.",Luxemburg-Casco
Green Bay,Calli Gentry,Setter,R-Jr.,,"St. Charles, Ill.",St. Charles East
Green Bay,Cora Behnke,Outside Hitter,Jr.,,"Oconto, Wis.",Oconto
Green Bay,Katie Schulz,Outside Hitter,Fr.,,"Appleton, Wis.",Kimberly
Green Bay,Tiffany Paalman,Middle Blocker,R-Jr.,,"Appleton, Wis.",Appleton East
Green Bay,Danilynn Schell,Defensive Specialist / Outside Hitter,Sr.,,"Casper, Wyo.",Kelly Walsh
Georgetown,Chanelle Smith,Middle Blocker,Sr.,,"Laurel, Md.",Atholton
Georgetown,Maria Filippova,Outside Hitter,Fr.,,"Gaithersburg, Md.",Northwest
Georgetown,Ellen Chang,Libero,Sr.,,"Pasadena, Calif.",Flintridge Prep
Georgetown,Peyton Wilhite,Right Side,Gr.,,"San Diego, Calif.",Cathedral Catholic
Georgetown,Abby Lutterloh,Libero,Sr.,,"Rancho Santa Margarita, Calif.",Santa Margarita Catholic
Georgetown,Vaughan Anoa'i,Middle Blocker,So.,,"Los Angeles, Calif.",Archer School for Girls
Georgetown,Kamryn Lee-Caracci,Middle Blocker,Fr.,,"La Grange, Ill.",Lyons Township
Georgetown,Emily Wen,Setter,Fr.,,"San Gabriel, Calif.",Polytechnic
Georgetown,Mary Grace Goyena,Outside Hitter,Jr.,,"Ellicott City, Md.",Mount de Sales Academy
Georgetown,Mei Corricello,Defensive Specialist,Fr.,,"Cupertino, Calif.",Lynbrook
Georgetown,Ruth Kayongo,Right Side,Sr.,,"Granada Hills, Calif.",Bishop Alemany
Georgetown,Karis Park,Libero,Jr.,,"Fairfax, Va.",Chantilly
Georgetown,Grace Albaugh,Outside Hitter,Fr.,,"Jacksonville, Fla.",Bolles School
Georgetown,Lydia Schubert,Middle Blocker,Sr.,,"Hilton Head Island, S.C.",Hilton Head Island
Georgetown,Makayla Serrett,Middle Blocker,Gr.,,"River Edge, N.J.",River Dell
Georgetown,Minnie Purcell,Right Side,Jr.,,"New York, N.Y.",Convent of the Sacred Heart
Georgetown,Lilly Costigan,Setter,Jr.,,"Fort Lauderdale, Fla.",St. Thomas Aquinas
Georgetown,Giselle Williams,Outside Hitter,Jr.,,"Las Vegas, Nev.",Bishop Gorman
George Washington,Salem Yohannes,OH,Jr.,5' 10'',"Woodbridge, VA",Osbourn Park
George Washington,Sydney Stewart,MB,So.,6' 1'',"Philadelphia, Pa.",Friends' Central School
Mississippi State,Yuliana Amador,DS,Jr.,,"Orlando, Fla.",Lake Nona
Mississippi State,Karli  Schmidt,OH,Sr.,,"Lansing, Kan.",Lansing HS (Kansas)
Mississippi State,Arissa  Smith,MB,Fr.,,"Missouri City, Texas",Ridge Point HS
Mississippi State,Zoe  Gonzales,MB,Gr.,,"Longmont, Colo.",Niwot HS (Wake Forest / Jacksonville State)
Mississippi State,Erin  Kline,S,Fr.,,"Novi, Mich.",Mercy HS
Mississippi State,Alexa  Fortin Goede,S,Gr.,,"Johns Creek, Ga.",North Gwinnett HS (Georgia)
Mississippi State,Rebecca Walk,MB,Sr.,,"Bay St. Louis, Miss.",Our Lady Academy (South Alabama)
Mississippi State,Mary  Neal,DS,Fr.,,"Marietta, Ga.",Walton HS
Mississippi State,Caylee  Sharkey,RS,So.,,"Sycamore, Ill.",Sycamore
Mississippi State,Georgia Anne  McCarter,DS,So.,,"Collierville, Tenn.",Houston HS
Mississippi State,Avery Fitzgerald,OH,Jr.,,"Fort Smith, Ark.",Southside
Mississippi State,Sophie  Agee,OH,So.,,"Houston, Texas",St. Agnes
Mississippi State,Amina  Shackelford,RS,R-Jr.,,"Sanford, Fla.",Lake Mary (Butler)
Mississippi State,Lauren Myrick,OH/DS,Gr.,,"Louisville, Ky.",Assumption (Lipscomb)
Mississippi State,Emily Oerther,S,R-Sr.,,"Windermere, Fla.",The First Academy (Penn State)
Mississippi State,Sanaa  Williams,MB,So.,,"Nashville, Tenn.",Hume-Fogg Academic Magnet
Mississippi State,Ashley Sturzoiu,OH,Fr.,,"Buford, Ga.",Buford HS
Illinois,Kennedy Collins,MB,Gr.,6' 3'',"Zion, Ill.",Zion-Benton HS
Illinois,Lily Barry,L/DS,Fr.,5' 6'',"Emden, Ill.",University HS
Illinois,Bianca May,S,R-Fr.,5' 8'',"Orland Park, Ill.",Carl Sandburg HS
Illinois,Taylor de Boer,OH/OPP,Fr.,6' 4'',"Kelowna, British Columbia",Okanagan Mission Secondary School
Illinois,Sarah Bingham,MB/OH,R-So.,6' 3'',"Fairway, Kan.",Shawnee Mission East HS
Illinois,Kayla Burbage,OPP/OH,Jr.,6' 4'',"Clayton, N.C.",Clayton HS
Illinois,Caroline Barnes,L/DS,Jr.,5' 11'',"Naperville, Ill.",Benet Academy
Illinois,Cari Bohm,MB,R-Fr.,6' 4'',"Ann Arbor, Mich.",Skyline HS
Illinois,Raina Terry,OH,Sr.,6' 3'',"Marengo, Ohio",Highland HS
Illinois,Jessica Nunge,OH/OPP,5th,6' 2'',"Newburgh, Ind.",Castle HS
Illinois,Gabby Dean,MB,Fr.,6' 4'',"Columbus, Ind.",Columbus East HS
Illinois,Sophie Stephenson,OH,R-Fr.,6' 2'',"Seattle, Wash.",The Bush School
Illinois,Vanessa Pan,DS/L,Gr.,5' 7'',"San Mateo, Calif.",Notre Dame HS
Illinois,Maya Imoto-Eakin,S,Fr.,5' 9'',"Honolulu, Hawaii",'Iolani School
Illinois,Maddie Llewellyn,DS,So.,5' 7'',"Columbia, Mo.",Rock Bridge HS
Illinois,Brooke Mosher,S,R-So.,6' 0'',"Waterloo, Wis.",Waterloo HS
Indiana,Carly Mills,Defensive Specialist,Jr.,5' 7'',"Fishers, Ind.",Hamilton Southeastern
Indiana,Candela Alonso-Corcelles,Outside Hitter,So.,6' 2'',"Madrid, Spain",CV Alcobendas
Indiana,Mady  Saris,Outside Hitter,Jr.,6' 1'',"Burlington, Ontario, Canada",Notre Dame Catholic Secondary
Indiana,Elle Hillers,Middle Blocker,Sr.,6' 3'',"Silverdale, Wash.",Curtis
Indiana,Kenzie Daffinee,Outside Hitter,Jr.,6' 0'',"Westfield, Ind.",Westfield
Indiana,Natalia Hagopian,Setter,R-Fr.,5' 10'',"Laguna Beach, Calif.",Laguna Beach
Indiana,Luca Fickell,Setter,Fr.,6' 1'',"Cincinnati, Ohio",St. Ursula Academy
Indiana,Melisa Ilter,Right Side,So.,6' 4'',"Bursa, Turkey",Fenerbahçe Terrazzo
Indiana,Camryn  Haworth,Setter,Jr.,5' 10'',"Fishers, Ind.",Fishers
Indiana,Ava Vickers,Middle Blocker,Fr.,6' 0'',"Fishers, Ind.",Fishers
Indiana,Grae Gosnell,Outside Hitter/Defensive Specialist,Sr.,5' 11'',"Charleston, S.C.",Wando
Indiana,Avry Tatum,Opposite/Middle Blocker,So.,6' 2'',"Solana Beach, Calif.",La Costa Canyon
Indiana,Savannah Kjolhede,Middle Blocker,Sr.,6' 3'',"Colleyville, Texas",Grapevine
Indiana,Morgan Geddes,Outside Hitter,Sr.,6' 2'',"Grove City, Ohio",Central Crossing
Indiana,Kaley Rammelsberg,Middle Blocker,Gr.,6' 2'',"Westerville, Ohio",Big Walnut
Indiana,Isa Lopez,Defensive Specialist,Sr.,5' 6'',"Richardson, Texas",Ursuline Academy
Indiana,Ramsey  Gary,Libero,Fr.,5' 7'',"Pendleton, Ind.",Pendleton Heights
Iona,Makenna Casper,Middle Blocker,Jr.,,"Webster, NY",Our Lady of Mercy
Iona,Elena Bianchi,Right Side Hitter,Sr.,,"Rome, Italy",ITT Colombo
Iona,Sanem Bas,Outside Hitter,Fr.,,"Bursa, Turkey",TED College
Iona,Samantha Juran,Setter,Gr.,,"Glendale, NY",St. Francis Prep
Iona,Emma Vu,Setter,So.,,"Allen, TX",Allen
Iona,Tamara Pichardo,Setter,Sr.,,"West Nyack, NY",Clarkstown South
Iona,Hope Matschner,Libero,Sr.,,"Winter Springs, FL",Winter Springs
Iona,Jen Soto,Middle Blocker,Sr.,,"Phoenix, AZ",Desert Vista
Iona,Rose Porter,Defensive Specialist,So.,,"Atlanta, GA",St Pius X
Iona,Mackenzie Wiggins,Outside Hitter,So.,,"Corpus Christi, TX",Flour Bluff
Iona,Jordan Ader,Setter,So.,,"Highland Mills, NY",Monroe Woodbury
Iona,Buse Tinaz,Middle Blocker,Fr.,,"Bursa, Turkey",TED College
Iona,Micaela Ladjevic,Defensive Specialist / Outside Hitter,So.,,"Long Beach, CA",St. Joseph
Iona,Greta Stjade,Outside Hitter,Sr.,,"Riga, Latvia",Nayland College (New Zealand)
Iona,Ezzie Thompson,Middle Blocker / Right Side Hitter,Fr.,,"Spring Hill, FL",Springstead
Iona,Nerin Valasakos,Outside Hitter,Sr.,,"Peoria, AZ",Glendale Prep Academy
Iona,Gia Skenderi,Right Side Hitter,Jr.,,"Queens, NY",Mary Louis Academy
Iona,Ava DeGuzman,Outside Hitter,Fr.,,"Junction City, KS",Junction City
Iona,Morgan Madasz,Right Side Hitter,Sr.,,"St. Petersburg, FL",Northside Christian
Kansas State,Liz Gregorski,Outside Hitter/Opposite Hitter,Sr.,,"Appleton, Wisc.",Xavier
Kansas State,Aliyah Carter,Outside Hitter/Opposite Hitter,Sr.,,"Dubuque, Iowa",Wahlert Catholic
Kansas State,Molly Ramsey,Defensive Specialist/Libero,Jr.,,"Roca, Neb.",Norris
Kansas State,Kadye Fernholz,Middle Blocker/Opposite Hitter,Sr.,,"Miller, S.D.",Miller
Kansas State,Aniya Clinton,Outside Hitter/Opposite Hitter,R-Fr.,,"Midland, Texas",Midland
Kansas State,Makinsey Jones,Middle Blocker,Fr.,,"Topeka, Kan.",Topeka West
Kansas State,Symone Sims,Defensive Specialist/Libero,Fr.,,"Frisco, Texas",Lebanon Trail
Kansas State,Lauren Schneider,Outside Hitter/Opposite Hitter,Fr.,,"Corinth, Texas",Guyer
LaSalle,Yaiza Franco,Middle Blocker,Fr.,,"Saint Paul, Minn.",North High
LaSalle,Allison Laucella,Defensive Specialist,Sr.,,"Horsham, Pa.",Hatboro-Horsham (Salisbury Univ.)
LaSalle,Sarah Nahas,Setter,R-So.,,"Shorewood, Ill.",Joliet Catholic
LaSalle,Isa Lopez,Libero,Fr.,,"Richardson, Texas",Ursuline Academy of Dallas
LaSalle,Samantha  Graver,Outside Hitter,Sr.,,"Allentown, Pa.",Parkland High School
LaSalle,Sydney Stone,Outside Hitter,So.,,"Avon, Ohio",Avon
LaSalle,Elizabeth Osborn,Outside Hitter,Jr.,,"Portland, Ore.",Valley Catholic
LaSalle,Reilly Lowe,Middle Blocker,Sr.,,"Lexington, Ky.",Lexington Catholic
LaSalle,Drew Kofke,Outside Hitter,Fr.,,"Reading, Pa.",Exeter Township Senior
LaSalle,Michelle Kozicki,Middle Blocker,Fr.,,"Wilmington, Del.",Padua Academy
Manhattan,Teresa Garza,Setter,So.,,"Austin, Texas",Vista Ridge
Manhattan,Chloe Anderson,Middle Hitter,Fr.,,"Romeoville, Ill.",Romeroville
Manhattan,Dominique Velarde,Libero,Gr.,,"San Francisco, Calif.",Summit Shasta
Manhattan,Julieanne McKee,Setter,Gr.,,"Poughkeepsie, N.Y.",Spackenkill
Manhattan,Sarah Emmons,Setter,So.,,"Murfreesboro, Tenn.",Riverdale
Manhattan,Katie Powers,Right Side,Fr.,,"Wantagh, N.Y.",St. Anthony's
Manhattan,Ananda Burgos,Setter,Sr.,,"Bronx, N.Y.",Preston
Manhattan,Elenoa Sing,Middle Blocker,Jr.,,"Brisbane, Austrailia",The Gap State
Manhattan,Camila Gomez,Outside Hitter,Gr.,,"Santiago, Chile",Georgia Southern
Manhattan,Abby Morreale,Middle Hitter,Fr.,,"Lake Grove, N.Y.",Sachem North
Manhattan,Sophia Lotto,Setter/Defensive Specialist,Jr.,,"Eastchester, N.Y.",Eastchester
Manhattan,Maike Bertens,Outside Hitter,Jr.,,"Santiago, Chile",Deutsche Schule Santiaho
Manhattan,Anna Duncan,Defensive Specialist,Fr.,,"Wildwood, Mo.",St. Joseph's Academy
Manhattan,Mikalah Curran,Outside Hitter,Fr.,,"Commack, N.Y.",Commack
Manhattan,Laila Glover,Right Side,Fr.,,"Bear, Del.",Caravel Academy
Marquette,Yadhira Anchante,S,Jr.,6' 0'',"Lima, Peru",Maria Reina Del Cielo
Marquette,Molly Berezowitz,DS,Fr.,5' 7'',"Burlington, Wis.",Burlington
Marquette,Anastasija Svetnik,MB,Sr.,6' 3'',"Minsk, Belarus",School No. 175
Marquette,Jenna Reitsma,OH,Jr.,5' 11'',"Lowell, Mich.",Lowell
Marquette,Ella  Foti,RS/S,Jr.,6' 0'',"Madison, Wis.",Edgewood
Marquette,Adriana Studer,DS,So.,5' 8'',"Hartland, Wis.",Lake Country Lutheran
Marquette,Sienna Ifill,RS,So.,6' 1'',"Eagan, Minn.",Eagan
Marquette,Aubrey Hamilton,OH,Sr.,6' 2'',"Hartland, Wis.",Arrowhead
Marquette,Jadyn Garrison,DS,Jr.,5' 8'',"Woodbury, Minn.",East Ridge
Marquette,Carsen Murray,MB,Sr.,6' 4'',"Lee's Summit, Mo.",Blue Springs South
Marquette,Ella Holmstrom,OH,So.,6' 1'',"Rockford, Ill.",Guilford
Marquette,Natalie Ring,OH,So.,6' 1'',"Madison, Wis.",Edgewood
Marquette,Morgan Daugherty,MB,So.,6' 3'',"Brookfield, Wis.",Brookfield Central
Marquette,Sarah Kushner,L/DS,Gr.,5' 10'',"Naperville, Ill.",Naperville North
Marquette,Hattie Bray,MB,Jr.,6' 2'',"Hancock, Wis.",Wautoma
Marquette,Samantha Naber,DS,Jr.,5' 7'',"Burlington, Wis.",Burlington
Memphis,Loren Robertson,S,Sr.,5' 8'',"Memphis, Tenn.",Briarcrest Christian School / Memphis Juniors Volleyball Club
Mercer,Jessica Dunn,Setter,So.,,"Southlake, Texas",Carroll Senior HS
Mercer,Abbey Havrilla,Libero/Defensive Specialist,So.,,"Avon, Ohio",Magnificat HS
Mercer,Mykole  Morgan,Outside Hitter,Jr.,,"Louisville, KY",Seneca HS
Mercer,Aria Eisel,Defensive Specialist,Fr.,,"Ocala, Fla.",Vanguard HS
Mercer,Kylee Quigley,Outside Hitter,Gr.,,"Port St. Lucie, Fla.",Fort Pierce Central HS
Mercer,Sadie Vente,Setter,Sr.,,"Burke, Va.",Lake Braddock Secondary School
Mercer,Lauren DeSilets,Outside Hitter,Fr.,,"Warner Robins, Ga.",Houston County HS
Mercer,Bella Wynja,Middle Blocker,Fr.,,"Indianapolis, Ind.",Heritage Christian School
Mercer,Katilyn Steffes,Outside Hitter,Jr.,,"Rochester, Minn.",John Marshall HS
Mercer,Aliyah Waldon,Outside Hitter,Fr.,,"Odessa, Fla.",Clearwater Central Catholic HS
Mercer,Skyler Bumpers,Middle Blocker,Jr.,,"Mobile, Ala.",McGill-Toolen HS
Mercer,Kiera McCarles,Setter,So.,,"Carlisle, Ontario, Canada",Waterdown District HS
Mercer,Lillian Beardsley,Middle Blocker,So.,,"Lakeland, FL",Polk State Collegiate HS
Mercer,Gia Padilla,Outside Hitter,Jr.,,"Apollo Beach, Fla.",Carrollwood Day School
Mercer,Hannah White,Middle Hitter,R-Fr.,,"Winter Springs, FL",Winter Springs
Mercer,Carley Raleigh,Setter,Fr.,,"Cullowhee, N.C.",West Henderson HS
Missouri,Colleen Finney,MB,Gr.,,"Blythewood, S.C.",Blythewood
Missouri,Maya Sands,L,So.,,"Rock Falls, Ill.",Rock Falls
Missouri,Jordan Iliff,RS,Jr.,,"St. Louis, Mo.",Mehlville
Missouri,Lauren Forbes,L,Jr.,,"Springfield, Mo.",Kickapoo
Missouri,Kaylen Rush,L,Fr.,,"Columbia, Mo.",Rock Bridge
Missouri,Kimani  Johnson,RS/MH,So.,,"Southfield, Mich.",Cass Technical
Missouri,Dilara Gedikoglu,OH,Gr.,,"Alanya, Turkey",Cekmekoy Kayi
Missouri,Morgan Isenberg,MB,Jr.,,"Wildwood, Mo.",Lafayette
Missouri,Tatum  Longnecker,S/L,Fr.,,"Phoenix, Ariz.",Arcadia
Missouri,Madilyn  Sell,MB,So.,,"Chesterfield, Mo.",Marquette
Missouri,Janet deMarrais,OH,So.,,"Colleyville, Texas",Grapevine
Missouri,Sarah White,S,Jr.,,"Cranberry Township, Pa.",Seneca Valley
Missouri,Naomi  Franco,RS,Sr.,,"Fayetteville, Ga.",Fayette County
Missouri,Luisa  Melloni,S,Jr.,,"Belo Horizonte, Brazil",Colegio Campo Salles
Missouri,Chapel Dobbs,OH/RS,Fr.,,"Holts Summit, Mo.",Helias Catholic
Missouri,Sierra  Dudley,S,Fr.,,"Spartanburg, S.C.",Dorman
Northern Arizona,Hanah Stoddard,OH/S,R-Fr.,,"Coeur d’Alene, Idaho",Lake City
Northern Arizona,Melia Barlow,S/DS,Fr.,,"Chandler, Ariz.",Hamilton
Northern Arizona,Gigi Greenlee,MB,Fr.,,"Scottsdale, Ariz.",Horizon
Northern Arizona,Taylor Jacobsen,OH,R-Sr.,,"Chandler, Ariz.",Hamilton
Northern Arizona,Karya Suvarioglu,S,Jr.,,"Izmir, Turkey",Missouri State – West Plains
Northern Arizona,Millie O'Ketter,DS,Sr.,,"Durango, Colo.",Durango
Northern Arizona,Brooke Miller,OH,Jr.,,"Las Vegas, Nev.",Pine View
Northern Arizona,Neche Newton,MB,5th,,"Chandler, Ariz.",Chandler
Northern Arizona,Savannah Bloom,OPP,Sr.,,"Queen Creek, Ariz.",Queen Creek
Northern Arizona,Jordan Cherniss,OH/DS,R-So.,,"Colton, Calif.",Redlands East Valley
Northern Arizona,Keira Hall,S,So.,,"Scottsdale, Ariz.",Horizon
Northern Arizona,Avery Gottschalk,MB,Fr.,,"Rocklin, Calif.",Rocklin
Northern Arizona,Kendall Robertson,MB,Jr.,,"Lake Orion, Mich.",Lake Orion
Northern Arizona,Sophia Wadsworth,OPP,R-So.,,"Scottsdale, Ariz.",Scottsdale Christian Academy
Northern Arizona,Kylie Moran,OH,So.,,"Phoenix, Ariz.",Desert Vista
Northern Arizona,Courtney Oilar,OPP/MB,Jr.,,"Redding, Calif.",Shasta
Nevada,Francesca  King,Setter,Fr.,,"Vacaville, Calif.",Vanden HS
Nevada,Mia Fearnley,Outside/Opposite Hitter,So.,,"Reno, Nev.",Reno HS
Nevada,Lexi Applebach,Libero/Defensive Specialist,Sr.,,"Reno, Nev.",Damonte Ranch HS
Nevada,Bella Snyder,Middle Blocker,So.,,"Salem, Ore.",West Salem HS
Nevada,Nicanora Clarke,Outside/Opposite Hitter,So.,,"Kapolei, Hawaii",Waianae HS
Nevada,Tehya  Maeva,Setter,Fr.,,"San Diego, Calif.",Cathedral Catholic High School
Nevada,Leah Mendoza,DS/Liberio,Fr.,,"Merced, Calif.",El Capitan HS
Nevada,Sia Liilii,Outside/Opposite hitter,Jr.,,"Halawa, Hawai'i",Punahou School
Nevada,Koen Makaula,Middle Blocker,Fr.,,"Kailua, Hawaii",Punahou School
Nevada,Hikialani Kaohelaulii,Libero,R-Jr.,,"St. George, Utah",Salt Lake Community College // Lone Peak HS
Nevada,Jordan Schwartz,Middle Blocker,So.,,"Littleton, Colo.",Legend HS
Nevada,Jaclyn Sanchez,Setter,Sr.,,"Fountain Valley, Calif.",Huntington Beach HS
Nevada,Mele Taumoepeau,Outside Hitter,Fr.,,"Laie, Hawaii",Kahuku High and Intermediate School
Nevada,Emilie Parker,DS/Libero,So.,,"Fullerton, Calif.",Lincoln HS
Nevada,Kasey Hogan,Outside Hitter,Fr.,,"Proserpine, Aus.",Proserpine State HS
Nevada,Hannah Platt,Outside/Opposite Hitter,Sr.,,"Roseville, Calif.",Woodcreek HS
Nevada,Gabby McLaughlin,Outside Hitter,So.,,"Wildomar, Calif.",Temecula Valley HS
Villanova,Elizabeth Feczko,Libero/Defensive Specialist,Jr.,,"Wexford, Pa.",North Catholic
Villanova,Ellery Gray,Setter,Jr.,,"Lexington, Ky.",Henry Clay
Villanova,Madeline Barber,Middle Blocker,Sr.,,"Cedarburg, Wis.",Cedarburg
Villanova,Tara Garvey,Outside Hitter,So.,,"Ancaster, Ontario, Canada",Bishop Tonnos
Villanova,Riley Homer,Outside Hitter,Sr.,,"Grand Rapids, Mich.",Forest Hills Northern
Villanova,Rose Crist,Outside Hitter,Jr.,,"Noblesville, Ind.",Noblesville
